,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
400,course_teach,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID",What is the name of each teacher and what course they teach?,"['SELECT', 'T3.Name', ',', 'T2.Course', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'course', 'AS', 'T2', 'ON', 'T1.Course_ID', '=', 'T2.Course_ID', 'JOIN', 'teacher', 'AS', 'T3', 'ON', 'T1.Teacher_ID', '=', 'T3.Teacher_ID']","['select', 't3', '.', 'name', ',', 't2', '.', 'course', 'from', 'course_arrange', 'as', 't1', 'join', 'course', 'as', 't2', 'on', 't1', '.', 'course_id', '=', 't2', '.', 'course_id', 'join', 'teacher', 'as', 't3', 'on', 't1', '.', 'teacher_id', '=', 't3', '.', 'teacher_id']","['What', 'is', 'the', 'name', 'of', 'each', 'teacher', 'and', 'what', 'course', 'they', 'teach', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the name of each teacher and what course they teach? <query> "," 

SELECT  t.name ,  c.name  FROM teacher AS t JOIN course AS c ON t.course_id  =  c.id"
401,course_teach,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,"['SELECT', 'T3.Name', ',', 'T2.Course', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'course', 'AS', 'T2', 'ON', 'T1.Course_ID', '=', 'T2.Course_ID', 'JOIN', 'teacher', 'AS', 'T3', 'ON', 'T1.Teacher_ID', '=', 'T3.Teacher_ID', 'ORDER', 'BY', 'T3.Name']","['select', 't3', '.', 'name', ',', 't2', '.', 'course', 'from', 'course_arrange', 'as', 't1', 'join', 'course', 'as', 't2', 'on', 't1', '.', 'course_id', '=', 't2', '.', 'course_id', 'join', 'teacher', 'as', 't3', 'on', 't1', '.', 'teacher_id', '=', 't3', '.', 'teacher_id', 'order', 'by', 't3', '.', 'name']","['Show', 'names', 'of', 'teachers', 'and', 'the', 'courses', 'they', 'are', 'arranged', 'to', 'teach', 'in', 'ascending', 'alphabetical', 'order', 'of', 'the', 'teacher', ""'s"", 'name', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name. <query> "," <strong>SELECT teacher_name , course_name FROM teacher ORDER BY teacher_name ASC</strong>"
402,course_teach,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,"['SELECT', 'T3.Name', ',', 'T2.Course', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'course', 'AS', 'T2', 'ON', 'T1.Course_ID', '=', 'T2.Course_ID', 'JOIN', 'teacher', 'AS', 'T3', 'ON', 'T1.Teacher_ID', '=', 'T3.Teacher_ID', 'ORDER', 'BY', 'T3.Name']","['select', 't3', '.', 'name', ',', 't2', '.', 'course', 'from', 'course_arrange', 'as', 't1', 'join', 'course', 'as', 't2', 'on', 't1', '.', 'course_id', '=', 't2', '.', 'course_id', 'join', 'teacher', 'as', 't3', 'on', 't1', '.', 'teacher_id', '=', 't3', '.', 'teacher_id', 'order', 'by', 't3', '.', 'name']","['What', 'are', 'the', 'names', 'of', 'the', 'teachers', 'and', 'the', 'courses', 'they', 'teach', 'in', 'ascending', 'alphabetical', 'order', 'by', 'the', 'name', 'of', 'the', 'teacher', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher? <query> "," 

SELECT  t.name AS teacher_name ,  c.name AS course_name FROM teachers AS t JOIN courses AS c ON t.id  =  c.teacher_id ORDER BY t.name"
403,course_teach,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",Show the name of the teacher for the math course.,"['SELECT', 'T3.Name', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'course', 'AS', 'T2', 'ON', 'T1.Course_ID', '=', 'T2.Course_ID', 'JOIN', 'teacher', 'AS', 'T3', 'ON', 'T1.Teacher_ID', '=', 'T3.Teacher_ID', 'WHERE', 'T2.Course', '=', '``', 'Math', ""''""]","['select', 't3', '.', 'name', 'from', 'course_arrange', 'as', 't1', 'join', 'course', 'as', 't2', 'on', 't1', '.', 'course_id', '=', 't2', '.', 'course_id', 'join', 'teacher', 'as', 't3', 'on', 't1', '.', 'teacher_id', '=', 't3', '.', 'teacher_id', 'where', 't2', '.', 'course', '=', 'value']","['Show', 'the', 'name', 'of', 'the', 'teacher', 'for', 'the', 'math', 'course', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show the name of the teacher for the math course. <query> "," <strong>SELECT teacher FROM course WHERE course_name = ""Math""</strong>"
404,course_teach,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",What are the names of the people who teach math courses?,"['SELECT', 'T3.Name', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'course', 'AS', 'T2', 'ON', 'T1.Course_ID', '=', 'T2.Course_ID', 'JOIN', 'teacher', 'AS', 'T3', 'ON', 'T1.Teacher_ID', '=', 'T3.Teacher_ID', 'WHERE', 'T2.Course', '=', '``', 'Math', ""''""]","['select', 't3', '.', 'name', 'from', 'course_arrange', 'as', 't1', 'join', 'course', 'as', 't2', 'on', 't1', '.', 'course_id', '=', 't2', '.', 'course_id', 'join', 'teacher', 'as', 't3', 'on', 't1', '.', 'teacher_id', '=', 't3', '.', 'teacher_id', 'where', 't2', '.', 'course', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'the', 'people', 'who', 'teach', 'math', 'courses', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the people who teach math courses? <query> "," 

SELECT  t1.name FROM teachers AS t1 JOIN courses AS t2 ON t1.id = t2.teacher_id"
405,course_teach,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",Show names of teachers and the number of courses they teach.,"['SELECT', 'T2.Name', ',', 'COUNT', '(', '*', ')', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'teacher', 'AS', 'T2', 'ON', 'T1.Teacher_ID', '=', 'T2.Teacher_ID', 'GROUP', 'BY', 'T2.Name']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'course_arrange', 'as', 't1', 'join', 'teacher', 'as', 't2', 'on', 't1', '.', 'teacher_id', '=', 't2', '.', 'teacher_id', 'group', 'by', 't2', '.', 'name']","['Show', 'names', 'of', 'teachers', 'and', 'the', 'number', 'of', 'courses', 'they', 'teach', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show names of teachers and the number of courses they teach. <query> "," <strong>SELECT</strong>  teacher_name ,  count(*)  <strong>FROM</strong>  teacher  <strong>GROUP BY</strong>  teacher_name"
406,course_teach,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",What are the names of the teachers and how many courses do they teach?,"['SELECT', 'T2.Name', ',', 'COUNT', '(', '*', ')', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'teacher', 'AS', 'T2', 'ON', 'T1.Teacher_ID', '=', 'T2.Teacher_ID', 'GROUP', 'BY', 'T2.Name']","['select', 't2', '.', 'name', ',', 'count', '(', '*', ')', 'from', 'course_arrange', 'as', 't1', 'join', 'teacher', 'as', 't2', 'on', 't1', '.', 'teacher_id', '=', 't2', '.', 'teacher_id', 'group', 'by', 't2', '.', 'name']","['What', 'are', 'the', 'names', 'of', 'the', 'teachers', 'and', 'how', 'many', 'courses', 'do', 'they', 'teach', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the teachers and how many courses do they teach? <query> "," 

SELECT  t.name ,  COUNT(*) AS  course_count  FROM teachers AS t JOIN courses AS c ON t.teacher_id  =  c.teacher_id GROUP BY  t.name"
407,course_teach,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,Show names of teachers that teach at least two courses.,"['SELECT', 'T2.Name', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'teacher', 'AS', 'T2', 'ON', 'T1.Teacher_ID', '=', 'T2.Teacher_ID', 'GROUP', 'BY', 'T2.Name', 'HAVING', 'COUNT', '(', '*', ')', '>', '=', '2']","['select', 't2', '.', 'name', 'from', 'course_arrange', 'as', 't1', 'join', 'teacher', 'as', 't2', 'on', 't1', '.', 'teacher_id', '=', 't2', '.', 'teacher_id', 'group', 'by', 't2', '.', 'name', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['Show', 'names', 'of', 'teachers', 'that', 'teach', 'at', 'least', 'two', 'courses', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Show names of teachers that teach at least two courses. <query> ",<strong>SELECT teacher_name FROM teacher WHERE teacher_id IN (SELECT teacher_id FROM course_teacher WHERE course_id IN (SELECT course_id FROM course WHERE teacher_id IN (SELECT teacher_id FROM teacher)))</strong>
408,course_teach,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,What are the names of the teachers who teach at least two courses?,"['SELECT', 'T2.Name', 'FROM', 'course_arrange', 'AS', 'T1', 'JOIN', 'teacher', 'AS', 'T2', 'ON', 'T1.Teacher_ID', '=', 'T2.Teacher_ID', 'GROUP', 'BY', 'T2.Name', 'HAVING', 'COUNT', '(', '*', ')', '>', '=', '2']","['select', 't2', '.', 'name', 'from', 'course_arrange', 'as', 't1', 'join', 'teacher', 'as', 't2', 'on', 't1', '.', 'teacher_id', '=', 't2', '.', 'teacher_id', 'group', 'by', 't2', '.', 'name', 'having', 'count', '(', '*', ')', '>', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'the', 'teachers', 'who', 'teach', 'at', 'least', 'two', 'courses', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the teachers who teach at least two courses? <query> "," 

SELECT  t.name FROM teachers AS t JOIN courses AS c ON t.id = c.teacher_id GROUP BY t.name HAVING COUNT(*) >= 2"
409,course_teach,SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange),List the names of teachers who have not been arranged to teach courses.,"['SELECT', 'Name', 'FROM', 'teacher', 'WHERE', 'Teacher_id', 'NOT', 'IN', '(', 'SELECT', 'Teacher_id', 'FROM', 'course_arrange', ')']","['select', 'name', 'from', 'teacher', 'where', 'teacher_id', 'not', 'in', '(', 'select', 'teacher_id', 'from', 'course_arrange', ')']","['List', 'the', 'names', 'of', 'teachers', 'who', 'have', 'not', 'been', 'arranged', 'to', 'teach', 'courses', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the names of teachers who have not been arranged to teach courses. <query> "," 

SELECT  t.name FROM teachers AS t JOIN courses AS c ON t.id = c.teacher_id WHERE c.teacher_id IS NULL"
410,course_teach,SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange),What are the names of the teachers whose courses have not been arranged?,"['SELECT', 'Name', 'FROM', 'teacher', 'WHERE', 'Teacher_id', 'NOT', 'IN', '(', 'SELECT', 'Teacher_id', 'FROM', 'course_arrange', ')']","['select', 'name', 'from', 'teacher', 'where', 'teacher_id', 'not', 'in', '(', 'select', 'teacher_id', 'from', 'course_arrange', ')']","['What', 'are', 'the', 'names', 'of', 'the', 'teachers', 'whose', 'courses', 'have', 'not', 'been', 'arranged', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the teachers whose courses have not been arranged? <query> "," 

SELECT  t.name FROM teachers AS t JOIN course_teacher AS ct ON t.teacher_id = ct.teacher_id WHERE NOT EXISTS (SELECT  1 FROM course AS c JOIN course_teacher AS ct ON c.course_id = ct.course_id WHERE ct.teacher_id = t.teacher_id)"
411,museum_visit,SELECT count(*) FROM visitor WHERE age  <  30,How many visitors below age 30 are there?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'visitor', 'WHERE', 'age', '<', '30']","['select', 'count', '(', '*', ')', 'from', 'visitor', 'where', 'age', '<', 'value']","['How', 'many', 'visitors', 'below', 'age', '30', 'are', 'there', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many visitors below age 30 are there? <query> "," 

SELECT COUNT(*) FROM visitors WHERE age < 30"
412,museum_visit,SELECT name FROM visitor WHERE Level_of_membership  >  4 ORDER BY Level_of_membership DESC,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.","['SELECT', 'name', 'FROM', 'visitor', 'WHERE', 'Level_of_membership', '>', '4', 'ORDER', 'BY', 'Level_of_membership', 'DESC']","['select', 'name', 'from', 'visitor', 'where', 'level_of_membership', '>', 'value', 'order', 'by', 'level_of_membership', 'desc']","['Find', 'the', 'names', 'of', 'the', 'visitors', 'whose', 'membership', 'level', 'is', 'higher', 'than', '4', ',', 'and', 'order', 'the', 'results', 'by', 'the', 'level', 'from', 'high', 'to', 'low', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low. <query> ",<strong>SELECT</strong>  name  <strong>FROM</strong>  visitor  <strong>WHERE</strong>  level > 4  <strong>ORDER BY</strong>  level
413,museum_visit,SELECT avg(age) FROM visitor WHERE Level_of_membership  <=  4,What is the average age of the visitors whose membership level is not higher than 4?,"['SELECT', 'avg', '(', 'age', ')', 'FROM', 'visitor', 'WHERE', 'Level_of_membership', '<', '=', '4']","['select', 'avg', '(', 'age', ')', 'from', 'visitor', 'where', 'level_of_membership', '<', '=', 'value']","['What', 'is', 'the', 'average', 'age', 'of', 'the', 'visitors', 'whose', 'membership', 'level', 'is', 'not', 'higher', 'than', '4', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the average age of the visitors whose membership level is not higher than 4? <query> "," 

SELECT  AVG(age) FROM  visitor WHERE  member_level < 4"
414,museum_visit,"SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC","Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.","['SELECT', 'name', ',', 'Level_of_membership', 'FROM', 'visitor', 'WHERE', 'Level_of_membership', '>', '4', 'ORDER', 'BY', 'age', 'DESC']","['select', 'name', ',', 'level_of_membership', 'from', 'visitor', 'where', 'level_of_membership', '>', 'value', 'order', 'by', 'age', 'desc']","['Find', 'the', 'name', 'and', 'membership', 'level', 'of', 'the', 'visitors', 'whose', 'membership', 'level', 'is', 'higher', 'than', '4', ',', 'and', 'sort', 'by', 'their', 'age', 'from', 'old', 'to', 'young', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young. <query> "," <strong>SELECT</strong>  visitor_name ,  visitor_level  <strong>FROM</strong>  visitor  <strong>WHERE</strong>  visitor_level  >  4  <strong>ORDER BY</strong>  visitor_age"
415,museum_visit,"SELECT museum_id ,  name FROM museum ORDER BY num_of_staff DESC LIMIT 1",Find the id and name of the museum that has the most staff members?,"['SELECT', 'museum_id', ',', 'name', 'FROM', 'museum', 'ORDER', 'BY', 'num_of_staff', 'DESC', 'LIMIT', '1']","['select', 'museum_id', ',', 'name', 'from', 'museum', 'order', 'by', 'num_of_staff', 'desc', 'limit', 'value']","['Find', 'the', 'id', 'and', 'name', 'of', 'the', 'museum', 'that', 'has', 'the', 'most', 'staff', 'members', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the id and name of the museum that has the most staff members? <query> "," 

SELECT  museum_id ,  museum_name FROM  museum  ORDER BY  staff_count DESC LIMIT 1"
416,museum_visit,SELECT avg(num_of_staff) FROM museum WHERE open_year  <  2009,Find the average number of staff working for the museums that were open before 2009.,"['SELECT', 'avg', '(', 'num_of_staff', ')', 'FROM', 'museum', 'WHERE', 'open_year', '<', '2009']","['select', 'avg', '(', 'num_of_staff', ')', 'from', 'museum', 'where', 'open_year', '<', 'value']","['Find', 'the', 'average', 'number', 'of', 'staff', 'working', 'for', 'the', 'museums', 'that', 'were', 'open', 'before', '2009', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the average number of staff working for the museums that were open before 2009. <query> "," 

SELECT  AVG(staff_count) FROM museum WHERE open_before_year = 2009"
417,museum_visit,"SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'",What are the opening year and staff number of the museum named Plaza Museum?,"['SELECT', 'Num_of_Staff', ',', 'Open_Year', 'FROM', 'museum', 'WHERE', 'name', '=', ""'Plaza"", 'Museum', ""'""]","['select', 'num_of_staff', ',', 'open_year', 'from', 'museum', 'where', 'name', '=', 'value']","['What', 'are', 'the', 'opening', 'year', 'and', 'staff', 'number', 'of', 'the', 'museum', 'named', 'Plaza', 'Museum', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the opening year and staff number of the museum named Plaza Museum? <query> "," 

SELECT  opening_year , staff_number FROM museum WHERE museum_name  =  'Plaza Museum'"
418,museum_visit,SELECT name FROM museum WHERE num_of_staff  >  (SELECT min(num_of_staff) FROM museum WHERE open_year  >  2010),find the names of museums which have more staff than the minimum staff number of all museums opened after 2010.,"['SELECT', 'name', 'FROM', 'museum', 'WHERE', 'num_of_staff', '>', '(', 'SELECT', 'min', '(', 'num_of_staff', ')', 'FROM', 'museum', 'WHERE', 'open_year', '>', '2010', ')']","['select', 'name', 'from', 'museum', 'where', 'num_of_staff', '>', '(', 'select', 'min', '(', 'num_of_staff', ')', 'from', 'museum', 'where', 'open_year', '>', 'value', ')']","['find', 'the', 'names', 'of', 'museums', 'which', 'have', 'more', 'staff', 'than', 'the', 'minimum', 'staff', 'number', 'of', 'all', 'museums', 'opened', 'after', '2010', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> find the names of museums which have more staff than the minimum staff number of all museums opened after 2010. <query> "," 

SELECT  museum_name FROM museum WHERE staff_count > SELECT  MAX(staff_count) FROM museum WHERE opened_after_2010"
419,museum_visit,"SELECT t1.id ,  t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t1.id HAVING count(*)  >  1","find the id, name and age for visitors who visited some museums more than once.","['SELECT', 't1.id', ',', 't1.name', ',', 't1.age', 'FROM', 'visitor', 'AS', 't1', 'JOIN', 'visit', 'AS', 't2', 'ON', 't1.id', '=', 't2.visitor_id', 'GROUP', 'BY', 't1.id', 'HAVING', 'count', '(', '*', ')', '>', '1']","['select', 't1', '.', 'id', ',', 't1', '.', 'name', ',', 't1', '.', 'age', 'from', 'visitor', 'as', 't1', 'join', 'visit', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'visitor_id', 'group', 'by', 't1', '.', 'id', 'having', 'count', '(', '*', ')', '>', 'value']","['find', 'the', 'id', ',', 'name', 'and', 'age', 'for', 'visitors', 'who', 'visited', 'some', 'museums', 'more', 'than', 'once', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> find the id, name and age for visitors who visited some museums more than once. <query> "," <strong>SELECT</strong>  visitor_id ,  visitor_name ,  visitor_age  <strong>FROM</strong>  visitor  <strong>WHERE</strong>  visitor_visit_count >  1"
420,museum_visit,"SELECT t2.visitor_id ,  t1.name ,  t1.Level_of_membership FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t2.visitor_id ORDER BY sum(t2.Total_spent) DESC LIMIT 1","What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?","['SELECT', 't2.visitor_id', ',', 't1.name', ',', 't1.Level_of_membership', 'FROM', 'visitor', 'AS', 't1', 'JOIN', 'visit', 'AS', 't2', 'ON', 't1.id', '=', 't2.visitor_id', 'GROUP', 'BY', 't2.visitor_id', 'ORDER', 'BY', 'sum', '(', 't2.Total_spent', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'visitor_id', ',', 't1', '.', 'name', ',', 't1', '.', 'level_of_membership', 'from', 'visitor', 'as', 't1', 'join', 'visit', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'visitor_id', 'group', 'by', 't2', '.', 'visitor_id', 'order', 'by', 'sum', '(', 't2', '.', 'total_spent', ')', 'desc', 'limit', 'value']","['What', 'are', 'the', 'id', ',', 'name', 'and', 'membership', 'level', 'of', 'visitors', 'who', 'have', 'spent', 'the', 'largest', 'amount', 'of', 'money', 'in', 'total', 'in', 'all', 'museum', 'tickets', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets? <query> "," 

SELECT  t.id ,  t.name ,  t.membership_level FROM  ticket AS t JOIN visitor AS v ON t.visitor_id  =  v.id GROUP BY  t.id ,  t.name ,  t.membership_level ORDER BY  sum(t.total_price) DESC LIMIT 1"
421,museum_visit,"SELECT t2.Museum_ID ,  t1.name FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID GROUP BY t2.Museum_ID ORDER BY count(*) DESC LIMIT 1",What are the id and name of the museum visited most times?,"['SELECT', 't2.Museum_ID', ',', 't1.name', 'FROM', 'museum', 'AS', 't1', 'JOIN', 'visit', 'AS', 't2', 'ON', 't1.Museum_ID', '=', 't2.Museum_ID', 'GROUP', 'BY', 't2.Museum_ID', 'ORDER', 'BY', 'count', '(', '*', ')', 'DESC', 'LIMIT', '1']","['select', 't2', '.', 'museum_id', ',', 't1', '.', 'name', 'from', 'museum', 'as', 't1', 'join', 'visit', 'as', 't2', 'on', 't1', '.', 'museum_id', '=', 't2', '.', 'museum_id', 'group', 'by', 't2', '.', 'museum_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']","['What', 'are', 'the', 'id', 'and', 'name', 'of', 'the', 'museum', 'visited', 'most', 'times', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the id and name of the museum visited most times? <query> "," 

SELECT  museum_id ,  museum_name FROM  museum  GROUP BY  museum_id  ORDER BY  count(*) DESC LIMIT 1"
422,museum_visit,SELECT name FROM museum WHERE Museum_ID NOT IN (SELECT museum_id FROM visit),What is the name of the museum that had no visitor yet?,"['SELECT', 'name', 'FROM', 'museum', 'WHERE', 'Museum_ID', 'NOT', 'IN', '(', 'SELECT', 'museum_id', 'FROM', 'visit', ')']","['select', 'name', 'from', 'museum', 'where', 'museum_id', 'not', 'in', '(', 'select', 'museum_id', 'from', 'visit', ')']","['What', 'is', 'the', 'name', 'of', 'the', 'museum', 'that', 'had', 'no', 'visitor', 'yet', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the name of the museum that had no visitor yet? <query> "," 

SELECT  museum_name FROM museum WHERE visitor_count = 0"
423,museum_visit,"SELECT t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id ORDER BY t2.num_of_ticket DESC LIMIT 1",Find the name and age of the visitor who bought the most tickets at once.,"['SELECT', 't1.name', ',', 't1.age', 'FROM', 'visitor', 'AS', 't1', 'JOIN', 'visit', 'AS', 't2', 'ON', 't1.id', '=', 't2.visitor_id', 'ORDER', 'BY', 't2.num_of_ticket', 'DESC', 'LIMIT', '1']","['select', 't1', '.', 'name', ',', 't1', '.', 'age', 'from', 'visitor', 'as', 't1', 'join', 'visit', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'visitor_id', 'order', 'by', 't2', '.', 'num_of_ticket', 'desc', 'limit', 'value']","['Find', 'the', 'name', 'and', 'age', 'of', 'the', 'visitor', 'who', 'bought', 'the', 'most', 'tickets', 'at', 'once', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Find the name and age of the visitor who bought the most tickets at once. <query> "," 

SELECT  visitor_name ,  visitor_age  FROM  visitor  GROUP BY  visitor_name  ORDER BY  visitor_age  DESC LIMIT  1"
424,museum_visit,"SELECT avg(num_of_ticket) ,  max(num_of_ticket) FROM visit",What are the average and maximum number of tickets bought in all visits?,"['SELECT', 'avg', '(', 'num_of_ticket', ')', ',', 'max', '(', 'num_of_ticket', ')', 'FROM', 'visit']","['select', 'avg', '(', 'num_of_ticket', ')', ',', 'max', '(', 'num_of_ticket', ')', 'from', 'visit']","['What', 'are', 'the', 'average', 'and', 'maximum', 'number', 'of', 'tickets', 'bought', 'in', 'all', 'visits', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the average and maximum number of tickets bought in all visits? <query> "," 

SELECT  AVG(tickets_bought) , MAX(tickets_bought) FROM visits"
425,museum_visit,SELECT sum(t2.Total_spent) FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id WHERE t1.Level_of_membership  =  1,What is the total ticket expense of the visitors whose membership level is 1?,"['SELECT', 'sum', '(', 't2.Total_spent', ')', 'FROM', 'visitor', 'AS', 't1', 'JOIN', 'visit', 'AS', 't2', 'ON', 't1.id', '=', 't2.visitor_id', 'WHERE', 't1.Level_of_membership', '=', '1']","['select', 'sum', '(', 't2', '.', 'total_spent', ')', 'from', 'visitor', 'as', 't1', 'join', 'visit', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'visitor_id', 'where', 't1', '.', 'level_of_membership', '=', 'value']","['What', 'is', 'the', 'total', 'ticket', 'expense', 'of', 'the', 'visitors', 'whose', 'membership', 'level', 'is', '1', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the total ticket expense of the visitors whose membership level is 1? <query> "," 

SELECT SUM(ticket_expense) FROM ticket WHERE membership_level = 1"
